State,Year,District,Dem Votes,GOP Votes,D Voteshare,Incumbent,Party
CA,2018,29,124697.0,29995.0,0.8060985700618002,D,D
CA,2018,30,191573.0,69420.0,0.7340158548313557,D,D
CA,2018,31,110143.0,77352.0,0.5874449985332942,D,D
CA,2018,32,121759.0,55272.0,0.6877834955459778,D,D
CA,2018,33,219091.0,93769.0,0.7002844722879243,D,D
CA,2018,34,110195.0,0.0,1.0,D,D
CA,2018,35,103420.0,45604.0,0.6939821773674039,D,D
CA,2018,36,122169.0,84839.0,0.5901655974648323,D,D
CA,2018,37,210555.0,25823.0,0.890755484858997,D,D
CA,2018,38,139188.0,62968.0,0.6885177783493935,D,D
CA,2018,39,126002.0,118391.0,0.5155712315819193,O,D
CA,2018,40,93938.0,0.0,1.0,D,D
CA,2018,41,108227.0,58021.0,0.6509973052307396,D,D
CA,2018,42,100892.0,131040.0,0.4350068123415484,R,R
CA,2018,43,152272.0,43780.0,0.7766918980678595,D,D
CA,2018,44,143322.0,0.0,1.0,D,D
CA,2018,45,158906.0,146383.0,0.5205100740609717,R,D
CA,2018,46,102278.0,45638.0,0.6914600178479677,D,D
CA,2018,47,143354.0,77682.0,0.6485549865180332,D,D
CA,2018,48,157837.0,136899.0,0.5355199229140655,R,D
CA,2018,49,166453.0,128577.0,0.5641900823645053,O,D
CA,2018,50,125448.0,134362.0,0.4828451560755937,R,R
CA,2018,51,109527.0,44301.0,0.7120095171230205,D,D
CA,2018,52,188992.0,107015.0,0.6384713875009712,D,D
CA,2018,53,185667.0,83127.0,0.6907408647514454,D,D
CO,2018,1,272886.0,85207.0,0.7620534330467225,D,D
CO,2018,2,259608.0,144901.0,0.6417854732527583,O,D
CO,2018,3,146426.0,173205.0,0.4581095075258658,R,R
CO,2018,4,145544.0,224038.0,0.39380705770302665,R,R
CO,2018,5,126848.0,184002.0,0.4080682000965096,R,R
CO,2018,6,187639.0,148685.0,0.5579114187509663,R,D
CO,2018,7,204260.0,119734.0,0.6304437736501293,D,D
CT,2018,1,175087.0,96024.0,0.6458129695954793,D,D
CT,2018,2,179731.0,102483.0,0.6368606801930451,D,D
CT,2018,3,174572.0,95667.0,0.645991141175034,D,D
CT,2018,4,168726.0,106921.0,0.6121089654521906,D,D
CT,2018,5,151225.0,119426.0,0.5587453953615542,O,D
DE,2018,1,227353.0,125384.0,0.6445396995495227,D,D
FL,2018,1,106199.0,216189.0,0.3294136258173381,R,R
FL,2018,2,96233.0,199335.0,0.3255866670275537,R,R
FL,2018,3,129880.0,176616.0,0.4237575694299437,R,R
FL,2018,4,123351.0,248420.0,0.3317929585685812,R,R
FL,2018,5,180527.0,89799.0,0.6678121971249529,D,D
FL,2018,6,145758.0,187891.0,0.4368602933022428,O,R
FL,2018,7,183113.0,134285.0,0.5769191992388106,D,D
FL,2018,8,142415.0,218112.0,0.3950189583581813,R,R
FL,2018,9,172172.0,124565.0,0.5802174989974287,D,D
FL,2018,10,1.0,0.0,1.0,D,D
FL,2018,11,128053.0,239395.0,0.3484928479676036,R,R
FL,2018,12,132844.0,194564.0,0.40574451448956655,R,R
FL,2018,13,182717.0,134254.0,0.5764470566707995,D,D
FL,2018,14,1.0,0.0,1.0,D,D
FL,2018,15,134132.0,151380.0,0.4697946145871277,O,R
FL,2018,16,164463.0,197483.0,0.4543854608145966,R,R
FL,2018,17,117194.0,193326.0,0.37741208295761947,O,R
FL,2018,18,156454.0,185905.0,0.4569881323406132,R,R
FL,2018,19,128106.0,211465.0,0.377258364230161,R,R
FL,2018,20,202659.0,0.0,1.0,D,D
FL,2018,21,1.0,0.0,1.0,D,D
FL,2018,22,184634.0,113049.0,0.6202369634812871,D,D
FL,2018,23,161611.0,99446.0,0.6190640358235939,D,D
FL,2018,24,1.0,0.0,1.0,D,D
FL,2018,25,84173.0,128672.0,0.3954661843125279,R,R
FL,2018,26,119797.0,115678.0,0.5087461513961142,R,D
FL,2018,27,130743.0,115588.0,0.5307614551152717,O,D
GA,2018,1,105942.0,144741.0,0.4226134201361879,R,R
GA,2018,2,136699.0,92472.0,0.59649344812389,D,D
GA,2018,3,101010.0,191996.0,0.3447369678436619,R,R
GA,2018,4,227717.0,61092.0,0.7884691959045598,D,D
GA,2018,5,275406.0,0.0,1.0,D,D
GA,2018,6,160139.0,156875.0,0.5051480376260985,R,D
GA,2018,7,140010.0,140443.0,0.4992280346439511,R,R
GA,2018,8,0.0,198152.0,0.0,R,R
GA,2018,9,57912.0,224661.0,0.20494527077958616,R,R
GA,2018,10,112339.0,190396.0,0.37108031776966655,R,R
GA,2018,11,118653.0,191887.0,0.3820860436658723,R,R
GA,2018,12,101503.0,148986.0,0.4052193908714554,R,R
GA,2018,13,223157.0,69760.0,0.7618437987552787,D,D
GA,2018,14,53981.0,175743.0,0.2349819783740489,R,R
HI,2018,1,134650.0,42498.0,0.7600989003545059,O,D
HI,2018,2,153271.0,44850.0,0.7736231898688175,D,D
IA,2018,1,170342.0,153442.0,0.5260976453438094,R,D
IA,2018,2,171446.0,133287.0,0.5626105475941234,D,D
IA,2018,3,175642.0,167933.0,0.5112188022993523,R,D
IA,2018,4,147246.0,157676.0,0.4828972655302012,R,R
ID,2018,1,96922.0,197719.0,0.3289494673178546,O,R
ID,2018,2,110381.0,170274.0,0.3932978211683384,R,R
IL,2018,1,189560.0,50960.0,0.7881257275902211,D,D
IL,2018,2,190684.0,44567.0,0.8105555343016608,D,D
IL,2018,3,163053.0,57885.0,0.7380034217744345,D,D
IL,2018,4,143895.0,22294.0,0.8658515304863741,O,D
IL,2018,5,213992.0,65134.0,0.7666501866540558,D,D
IL,2018,6,169001.0,146445.0,0.5357525535273866,R,D
IL,2018,7,215746.0,30497.0,0.8761507941342495,D,D
IL,2018,8,130054.0,67073.0,0.6597472695267518,D,D
IL,2018,9,213368.0,76983.0,0.7348622873694253,D,D
IL,2018,10,156540.0,82124.0,0.6559011832534442,D,D
IL,2018,11,145407.0,82358.0,0.6384080082541216,D,D
IL,2018,12,118724.0,134884.0,0.4681398063152582,R,R
IL,2018,13,134458.0,136516.0,0.4962025877021412,R,R
IL,2018,14,156035.0,141164.0,0.5250185902375176,R,D
IL,2018,15,74309.0,181294.0,0.29072037495647546,R,R
IL,2018,16,104569.0,151254.0,0.4087552721999195,R,R
IL,2018,17,142659.0,87090.0,0.6209341498766044,D,D
IL,2018,18,95486.0,195927.0,0.32766554683559074,R,R
IN,2018,1,159611.0,85594.0,0.6509288146652801,D,D
IN,2018,2,103363.0,125499.0,0.4516389789480124,R,R
IN,2018,3,86610.0,158927.0,0.3527370620313843,R,R
IN,2018,4,87824.0,156539.0,0.3593997454606467,O,R
IN,2018,5,137142.0,180035.0,0.4323831803693206,R,R
IN,2018,6,79430.0,154260.0,0.33989473233771234,O,R
IN,2018,7,141139.0,76457.0,0.6486286512619718,D,D
IN,2018,8,86895.0,157396.0,0.3557028298218109,R,R
IN,2018,9,118090.0,153271.0,0.4351767571611249,R,R
KS,2018,1,71558.0,153082.0,0.31854522792022794,R,R
KS,2018,2,123859.0,126098.0,0.4955212296515001,O,R
KS,2018,3,170518.0,139762.0,0.549561686218899,R,D
KS,2018,4,98445.0,144248.0,0.4056359268705731,R,R
KY,2018,1,78849.0,172167.0,0.31411941868247445,R,R
KY,2018,2,79964.0,171700.0,0.31774111513764386,R,R
KY,2018,3,173002.0,101930.0,0.6292537791162905,D,D
KY,2018,4,90536.0,162946.0,0.35716934535785577,R,R
KY,2018,5,45890.0,172093.0,0.21052100393149925,R,R
KY,2018,6,144736.0,154468.0,0.4837368484378551,R,R
LA,2018,1,71521.0,192555.0,0.27083491116193825,R,R
LA,2018,2,190182.0,0.0,1.0,D,D
LA,2018,3,74713.0,168263.0,0.3074912748584222,R,R
LA,2018,4,72934.0,139326.0,0.34360689720154525,R,R
LA,2018,5,67118.0,149018.0,0.31053595884072993,R,R
LA,2018,6,76716.0,186553.0,0.2913977718607204,R,R
MA,2018,1,211790.0,0.0,1.0,D,D
MA,2018,2,191332.0,93391.0,0.6719934813836607,D,D
MA,2018,3,173175.0,93445.0,0.6495199159852975,O,D
MA,2018,4,245289.0,0.0,1.0,D,D
MA,2018,5,236243.0,74856.0,0.7593820616588288,D,D
MA,2018,6,217703.0,104798.0,0.675045968849709,D,D
MA,2018,7,216559.0,0.0,1.0,O,D
MA,2018,8,259159.0,0.0,1.0,D,D
MA,2018,9,192347.0,131463.0,0.5940119205707051,D,D
MD,2018,1,116631.0,183662.0,0.3883906717772309,R,R
MD,2018,2,167201.0,77782.0,0.6825004183963785,D,D
MD,2018,3,202407.0,82774.0,0.7097492469694685,D,D
MD,2018,4,209642.0,53327.0,0.7972118386577886,D,D
MD,2018,5,213796.0,82361.0,0.7219008836529274,D,D
MD,2018,6,163346.0,105209.0,0.6082403976839009,O,D
MD,2018,7,202345.0,56266.0,0.7824299817099813,D,D
MD,2018,8,217679.0,96525.0,0.6927951267329505,D,D
ME,2018,1,201195.0,111188.0,0.6440651379876626,D,D
ME,2018,2,142440.0,138931.0,0.5062355395545383,R,D
MI,2018,1,145246.0,187251.0,0.43683401654751775,R,R
MI,2018,2,131254.0,168970.0,0.4371869004476657,R,R
MI,2018,3,134185.0,169107.0,0.4424284188175092,R,R
MI,2018,4,106540.0,178510.0,0.3737589896509385,R,R
MI,2018,5,164502.0,99265.0,0.6236640671501742,D,D
MI,2018,6,134082.0,147436.0,0.4762821560255472,R,R
MI,2018,7,136330.0,158730.0,0.4620416186538331,R,R
MI,2018,8,172880.0,159782.0,0.5196866489109065,R,D
MI,2018,9,181734.0,112123.0,0.6184436647757242,O,D
MI,2018,10,106061.0,182808.0,0.3671595082892245,R,R
MI,2018,11,181912.0,158463.0,0.5344458318031583,O,D
MI,2018,12,200588.0,85115.0,0.7020857323864292,D,D
MI,2018,13,165355.0,0.0,1.0,O,D
MI,2018,14,214334.0,45899.0,0.8236234451433907,D,D
MN,2018,1,144885.0,146200.0,0.4977412096123126,O,R
MN,2018,2,177958.0,159344.0,0.5275924838868432,R,D
MN,2018,3,202404.0,160839.0,0.5572137659913612,R,D
MN,2018,4,216865.0,97747.0,0.6893093715433614,D,D
MN,2018,5,267703.0,74440.0,0.7824301534738399,O,D
MN,2018,6,122332.0,192931.0,0.3880315799824274,R,R
MN,2018,7,146672.0,134668.0,0.5213336176867847,D,D
MN,2018,8,141950.0,159364.0,0.4711032344995586,O,R
MO,2018,1,219781.0,45867.0,0.8273391856893333,D,D
MO,2018,2,177611.0,192477.0,0.4799155876440198,R,R
MO,2018,3,106589.0,211243.0,0.3353627073422437,R,R
MO,2018,4,95968.0,190138.0,0.33542812803646194,R,R
MO,2018,5,175019.0,101069.0,0.6339246906783345,D,D
MO,2018,6,97660.0,199796.0,0.3283174654402668,R,R
MO,2018,7,89190.0,196343.0,0.3123631944468765,R,R
MO,2018,8,66151.0,194042.0,0.2542382001053065,R,R
MS,2018,1,76601.0,158245.0,0.3261754511467089,R,R
MS,2018,2,158921.0,0.0,1.0,D,D
MS,2018,3,94461.0,160284.0,0.3708061002178649,O,R
MS,2018,4,68787.0,152633.0,0.31066299340619635,R,R
MT,2018,1,233284.0,256661.0,0.4761432405678188,R,R
NC,2018,1,190457.0,82218.0,0.6984762079398551,D,D
NC,2018,2,151977.0,170072.0,0.4719064490186276,R,R
NC,2018,3,0.0,187901.0,0.0,R,R
NC,2018,4,247067.0,82052.0,0.7506919989426317,D,D
NC,2018,5,120468.0,159917.0,0.4296520855252599,R,R
NC,2018,6,123651.0,160709.0,0.4348396398930933,R,R
NC,2018,7,120838.0,156809.0,0.4352217023774793,R,R
NC,2018,8,114119.0,141402.0,0.4466129985402374,R,R
NC,2018,10,113259.0,164969.0,0.40707261670284794,R,R
NC,2018,11,116508.0,178012.0,0.39558603829960615,R,R
NC,2018,12,203974.0,75164.0,0.7307281702956959,D,D
NC,2018,13,130402.0,147570.0,0.4691191918610508,R,R
ND,2018,1,114377.0,193568.0,0.37142022114338596,O,R
NE,2018,1,93069.0,141712.0,0.3964077161269438,R,R
NE,2018,2,121770.0,126715.0,0.4900497011892066,R,R
NE,2018,3,49654.0,163650.0,0.23278513295578146,R,R
NH,2018,1,155891.0,131015.0,0.5433521780652897,O,D
NH,2018,2,154378.0,118670.0,0.5653877706483842,D,D
NJ,2018,1,169628.0,87617.0,0.6594025151120527,D,D
NJ,2018,2,136685.0,116866.0,0.5390828669577323,O,D
NJ,2018,3,153473.0,149500.0,0.5065566898700544,R,D
NJ,2018,4,126766.0,163065.0,0.4373790243279704,R,R
NJ,2018,5,169546.0,128255.0,0.5693264965530673,D,D
NJ,2018,6,140752.0,80443.0,0.6363254142272655,D,D
NJ,2018,7,166985.0,150785.0,0.5254901343739182,R,D
NJ,2018,8,119881.0,28725.0,0.8067036324239937,D,D
NJ,2018,9,140832.0,57854.0,0.7088169272117814,D,D
NJ,2018,10,175253.0,20191.0,0.8966916354556804,D,D
NJ,2018,11,183684.0,136322.0,0.5740017374674224,O,D
NJ,2018,12,173334.0,79041.0,0.6868112927191679,D,D
NM,2018,1,147336.0,90507.0,0.6194674638311828,O,D
NM,2018,2,101489.0,97767.0,0.5093397438471112,O,D
NM,2018,3,155201.0,76427.0,0.6700442088175869,D,D
NV,2018,1,100707.0,46978.0,0.6819040525442666,D,D
NV,2018,2,120102.0,167435.0,0.4176923317694766,R,R
NV,2018,3,148501.0,122566.0,0.5478387262189791,O,D
NV,2018,4,121962.0,102748.0,0.5427528814917004,O,D
NY,2018,1,127991.0,139027.0,0.4793347264978391,R,R
NY,2018,2,113074.0,128058.0,0.4689298807292272,R,R
NY,2018,3,157456.0,109514.0,0.5897891148818221,D,D
NY,2018,4,159535.0,100571.0,0.613346097360307,D,D
NY,2018,5,160500.0,0.0,1.0,D,D
NY,2018,6,111646.0,0.0,1.0,D,D
NY,2018,7,146687.0,0.0,1.0,D,D
NY,2018,8,180376.0,0.0,1.0,D,D
NY,2018,9,181455.0,20901.0,0.8967117357528317,D,D
NY,2018,10,173095.0,37619.0,0.8214689104663193,D,D
NY,2018,11,101823.0,89441.0,0.5323688723439852,R,D
NY,2018,12,217430.0,30446.0,0.8771724571963401,D,D
NY,2018,13,180035.0,10268.0,0.9460439404528568,D,D
NY,2018,14,110318.0,19202.0,0.8517449042618901,O,D
NY,2018,15,124469.0,5205.0,0.9598608819038512,D,D
NY,2018,16,182044.0,0.0,1.0,D,D
NY,2018,17,170168.0,0.0,1.0,D,D
NY,2018,18,139564.0,112035.0,0.5547080870750679,D,D
NY,2018,19,147873.0,132873.0,0.526714539120771,R,D
NY,2018,20,176811.0,89058.0,0.6650305225505794,D,D
NY,2018,21,99791.0,131981.0,0.4305567540513953,R,R
NY,2018,22,127715.0,123242.0,0.5089118853030599,R,D
NY,2018,23,109932.0,130323.0,0.457563838421677,R,R
NY,2018,24,123226.0,136920.0,0.473680164215479,R,R
NY,2018,25,159244.0,110736.0,0.5898362841691978,O,D
NY,2018,26,169166.0,61488.0,0.7334188871643241,D,D
NY,2018,27,139059.0,140146.0,0.4980534016224638,R,R
OH,2018,1,141118.0,154409.0,0.4775130529528605,R,R
OH,2018,2,119333.0,166714.0,0.4171796942460505,R,R
OH,2018,3,181575.0,65040.0,0.7362690833890883,D,D
OH,2018,4,89412.0,167993.0,0.34735921990637325,R,R
OH,2018,5,99655.0,176569.0,0.3607760368396664,R,R
OH,2018,6,76716.0,172774.0,0.3074912822157201,R,R
OH,2018,7,107536.0,153117.0,0.4125638300729321,R,R
OH,2018,8,87281.0,173852.0,0.3342396403365335,R,R
OH,2018,9,157219.0,74670.0,0.6779924877851041,D,D
OH,2018,10,118785.0,157554.0,0.4298524638216104,R,R
OH,2018,11,206138.0,44486.0,0.8224990423901941,D,D
OH,2018,12,161251.0,175677.0,0.4785918653243423,R,R
OH,2018,13,153323.0,98047.0,0.6099494768667701,D,D
OH,2018,14,137549.0,169809.0,0.4475204810026093,R,R
OH,2018,15,116112.0,170593.0,0.4049877051324533,R,R
OH,2018,16,129681.0,170029.0,0.4326882653231457,O,R
OK,2018,1,103042.0,150129.0,0.4070055417089635,O,R
OK,2018,2,65021.0,140451.0,0.3164470098115558,R,R
OK,2018,3,61152.0,172913.0,0.2612607608997501,R,R
OK,2018,4,78088.0,149227.0,0.34352330466533226,R,R
OK,2018,5,121149.0,117811.0,0.506984432541011,R,D
OR,2018,1,231198.0,116446.0,0.6650423996962409,D,D
OR,2018,2,145298.0,207597.0,0.4117315348758129,R,R
OR,2018,3,279019.0,76187.0,0.7855131951599916,D,D
OR,2018,4,208710.0,152414.0,0.5779455256366234,D,D
OR,2018,5,197187.0,149887.0,0.5681410880676744,D,D
PA,2018,1,160745.0,169053.0,0.4874044111850284,R,R
PA,2018,2,159600.0,42382.0,0.7901694210375182,D,D
PA,2018,3,287610.0,20387.0,0.93380779682919,D,D
PA,2018,4,211524.0,121467.0,0.6352243754335702,O,D
PA,2018,5,198639.0,106075.0,0.6518866871886425,O,D
PA,2018,6,177704.0,124124.0,0.5887591608465749,O,D
PA,2018,7,140813.0,114437.0,0.5516669931439765,O,D
PA,2018,8,135603.0,112563.0,0.546420541089432,D,D
PA,2018,9,100204.0,148723.0,0.4025437176360941,O,R
PA,2018,10,141668.0,149365.0,0.4867764136713018,R,R
PA,2018,11,113876.0,163708.0,0.4102397832728111,R,R
PA,2018,12,82825.0,161047.0,0.3396248851856712,R,R
PA,2018,13,74733.0,178533.0,0.2950771126009808,O,R
PA,2018,14,110051.0,151386.0,0.4209465377892188,O,R
PA,2018,15,78327.0,165245.0,0.32157637166833625,R,R
PA,2018,16,124109.0,135348.0,0.4783413051102881,R,R
PA,2018,17,183162.0,142417.0,0.5625731389309507,R,D
PA,2018,18,231472.0,0.0,1.0,D,D
RI,2018,1,116099.0,57567.0,0.6685188810705607,D,D
RI,2018,2,126476.0,72271.0,0.6363668382415835,D,D
SC,2018,1,145455.0,141473.0,0.5069390230301678,O,D
SC,2018,2,109199.0,144642.0,0.4301866128797161,R,R
SC,2018,3,70046.0,153338.0,0.31356766823049104,R,R
SC,2018,4,89182.0,145321.0,0.3803021709743585,O,R
SC,2018,5,103129.0,141757.0,0.4211306485466707,R,R
SC,2018,6,144765.0,58282.0,0.7129630085645196,D,D
SC,2018,7,96564.0,142681.0,0.4036197203703317,R,R
SD,2018,1,121033.0,202695.0,0.3738725102555232,O,R
TN,2018,1,47138.0,172835.0,0.21428993558300333,R,R
TN,2018,2,86668.0,172856.0,0.3339498466423144,O,R
TN,2018,3,84731.0,156512.0,0.35122677134673336,R,R
TN,2018,4,78065.0,147323.0,0.3463582799439189,R,R
TN,2018,5,177923.0,84317.0,0.6784739170225748,D,D
TN,2018,6,70370.0,172810.0,0.2893741261616909,O,R
TN,2018,7,81661.0,170071.0,0.32439658049036274,O,R
TN,2018,8,74755.0,168030.0,0.30790617212760263,R,R
TN,2018,9,145139.0,34901.0,0.8061486336369695,D,D
TX,2018,1,61263.0,168165.0,0.26702494900360896,R,R
TX,2018,2,119992.0,139188.0,0.4629678215911722,O,R
TX,2018,3,138234.0,169520.0,0.44917044132651396,O,R
TX,2018,4,57400.0,188667.0,0.23326980050148946,R,R
TX,2018,5,78666.0,130617.0,0.3758833732314617,O,R
TX,2018,6,116350.0,135961.0,0.4611372472860874,O,R
TX,2018,7,127959.0,115642.0,0.5252810949051934,R,D
TX,2018,8,67930.0,200619.0,0.2529519752447412,R,R
TX,2018,9,136256.0,0.0,1.0,D,D
TX,2018,10,144034.0,157166.0,0.4782005312084993,R,R
TX,2018,11,40631.0,176603.0,0.18703794065385712,R,R
TX,2018,12,90994.0,172557.0,0.3452614484483079,R,R
TX,2018,13,35083.0,169027.0,0.17188280828964775,R,R
TX,2018,14,92212.0,138942.0,0.3989202003858899,R,R
TX,2018,15,98333.0,63862.0,0.6062640648601991,D,D
TX,2018,16,124437.0,49127.0,0.7169516720057155,O,D
TX,2018,17,98070.0,134841.0,0.42106212244161934,R,R
TX,2018,18,138704.0,38368.0,0.7833197795247131,D,D
TX,2018,19,50039.0,151946.0,0.2477362180359928,R,R
TX,2018,20,139038.0,0.0,1.0,D,D
TX,2018,21,168421.0,177654.0,0.4866604059813624,O,R
TX,2018,22,138153.0,152750.0,0.4749108809465698,R,R
TX,2018,23,102359.0,103285.0,0.4977485363054599,R,R
TX,2018,24,125231.0,133317.0,0.4843626715348794,R,R
TX,2018,25,136385.0,163023.0,0.4555155506866884,R,R
TX,2018,26,121938.0,185551.0,0.3965605273684587,R,R
TX,2018,27,75929.0,125118.0,0.3776679084990077,R,R
TX,2018,28,117494.0,0.0,1.0,D,D
TX,2018,29,88188.0,28098.0,0.7583716010525773,O,D
TX,2018,30,166784.0,0.0,1.0,D,D
TX,2018,31,136362.0,144680.0,0.4852015001316529,R,R
TX,2018,32,144067.0,126101.0,0.5332496816795476,R,D
TX,2018,33,90805.0,26120.0,0.7766089373530041,D,D
TX,2018,34,85825.0,57243.0,0.5998895630050046,D,D
TX,2018,35,138278.0,50553.0,0.7322844236380679,D,D
TX,2018,36,60908.0,161048.0,0.27441474886914524,R,R
UT,2018,1,63308.0,156692.0,0.2877636363636364,R,R
UT,2018,2,105051.0,151489.0,0.4094916972012162,R,R
UT,2018,3,70686.0,174856.0,0.2878774303377833,R,R
UT,2018,4,134964.0,134270.0,0.501288841676757,R,D
VA,2018,1,148464.0,183250.0,0.4475662769735375,R,R
VA,2018,2,139571.0,133458.0,0.5111947815067264,R,D
VA,2018,3,198615.0,0.0,1.0,D,D
VA,2018,4,187642.0,107706.0,0.6353251080081802,D,D
VA,2018,5,145040.0,165339.0,0.4672996562267421,O,R
VA,2018,6,113133.0,167957.0,0.4024796328578035,O,R
VA,2018,7,176079.0,169295.0,0.509821237267426,R,D
VA,2018,8,247137.0,76899.0,0.7626837758767544,D,D
VA,2018,9,85833.0,160933.0,0.3478315489167876,R,R
VA,2018,10,206356.0,160841.0,0.5619762688692991,R,D
VA,2018,11,219191.0,83023.0,0.7252840702283813,D,D
VT,2018,1,188547.0,70705.0,0.7272730779318963,D,D
WA,2018,1,197209.0,135534.0,0.592676630312283,D,D
WA,2018,2,210187.0,0.0,1.0,D,D
WA,2018,3,145407.0,161819.0,0.4732900210268662,R,R
WA,2018,4,83785.0,141551.0,0.3718225228103809,R,R
WA,2018,5,144925.0,175422.0,0.45240005369177794,R,R
WA,2018,6,206409.0,116677.0,0.6388670508780944,D,D
WA,2018,7,329800.0,64881.0,0.8356115445131638,D,D
WA,2018,8,164089.0,148968.0,0.5241505540524569,O,D
WA,2018,9,240567.0,0.0,1.0,D,D
WA,2018,10,166215.0,103860.0,0.6154401555123576,D,D
WI,2018,1,137508.0,177492.0,0.4365333333333333,O,R
WI,2018,2,309116.0,0.0,1.0,D,D
WI,2018,3,187888.0,126980.0,0.596719895321214,D,D
WI,2018,4,206487.0,59091.0,0.7775003953640738,D,D
WI,2018,5,138385.0,225619.0,0.3801743936879815,R,R
WI,2018,6,144536.0,180311.0,0.4449356158437665,R,R
WI,2018,7,124307.0,194061.0,0.39045067343451595,R,R
WI,2018,8,119265.0,209410.0,0.3628660530919601,R,R
WV,2018,1,70217.0,127997.0,0.35424843855630783,R,R
WV,2018,2,88011.0,110504.0,0.4433468503639523,R,R
WV,2018,3,76340.0,98645.0,0.43626596565419895,O,R
WY,2018,1,59903.0,127963.0,0.3188602514558249,R,R
NC,2018,9,138341.0,139246.0,0.4983698804,-1,R
